City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
334,Buin,CL,71.87,clear sky,-33.7333,-70.75,Paihuen
335,Polokwane,ZA,62.78,broken clouds,-23.9045,29.4688,Fusion Boutique Hotel
336,Soddy-Daisy,US,75.11,overcast clouds,35.2359,-85.1908,Home Town Inn Soddy-Daisy
337,Caravelas,BR,83.14,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
339,Benjamin Constant,BR,82.45,scattered clouds,-4.3831,-70.0311,CASA AVALIADA
341,Lagoa,PT,61.97,few clouds,39.05,-27.9833,Casa Das Faias
343,Kamina,CD,66.74,broken clouds,-8.7386,24.9906,Guest House Florvia
344,Naze,JP,63.3,overcast clouds,28.3667,129.4833,Shishime Hotel
347,Palmerston,AU,82.38,overcast clouds,-12.486,130.9833,Quest Palmerston - Serviced Apartments and Accommodation
352,Banepā,NP,66.52,few clouds,27.6298,85.5214,Dhulikhel Lodge Resort
353,Wao,PH,66.24,overcast clouds,7.6833,124.6833,Diomil Mountain Resort
355,Mbandaka,CD,78.84,overcast clouds,0.0487,18.2603,Guest House Epervier
357,Conceição Do Araguaia,BR,89.13,broken clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
359,Saldanha,ZA,60.12,clear sky,-33.0117,17.9442,Blue Bay Lodge
360,Ambilobe,MG,75.67,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
361,Los Llanos De Aridane,ES,68.13,clear sky,28.6585,-17.9182,Valle Aridane
363,Micheweni,TZ,79.07,light rain,-4.9667,39.8333,
364,Tabou,CI,84.09,overcast clouds,4.423,-7.3528,hotêl doufoulougou
367,Nguruka,TZ,67.87,light rain,-5.1092,31.0419,RUSULI LODGE
370,Nishihara,JP,67.28,light rain,26.1842,127.7558,Minshuku Agaihama
372,Lata,PT,62.08,scattered clouds,40.1629,-8.3327,Casa Maquia
374,Puerto Cabezas,NI,84.2,broken clouds,14.0351,-83.3888,Cabaña Caribe
379,Mareeba,AU,68.72,broken clouds,-17.0,145.4333,Trinity Plains Tourist Park
381,Namatanai,PG,78.93,broken clouds,-3.6667,152.4333,Seagulls Inn Namatani
383,Nova Viçosa,BR,82.63,clear sky,-17.8919,-39.3719,Pousada Porto do Sol
384,Mayumba,GA,80.02,moderate rain,-3.432,10.6554,LIKWALE LODGE
387,Palmer,US,68.43,clear sky,42.1584,-72.3287,Wedgewood Motel
388,Salalah,OM,83.91,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
389,Porto-Novo,BJ,85.06,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
393,Lebanon,US,76.44,broken clouds,36.2081,-86.2911,Hampton Inn & Suites Lebanon
395,Tinde,TZ,71.74,light rain,-3.8833,33.2,TGHS Hostels
397,Arló,HU,67.32,broken clouds,48.1833,20.2667,Suvadás Liget
400,San Rafael,AR,62.56,clear sky,-34.6177,-68.3301,Hotel San Rafael
401,San Fernando Del Valle De Catamarca,AR,68.77,few clouds,-28.4696,-65.7852,Amerian Catamarca Park Hotel
404,Tabing,PH,78.17,broken clouds,11.4,124.35,DC lodging house
405,Neftçala,AZ,60.33,overcast clouds,39.3742,49.2472,Otel restoran
410,Sal Rei,CV,71.96,clear sky,16.1833,-22.9167,Marine Club Beach Resort
411,Mudhol,IN,85.14,scattered clouds,16.35,75.2833,Hotel Surabhi
412,Pangai,TO,81.32,light rain,-19.8,-174.35,Ha'apai Beach Resort
413,Najrān,SA,84.16,scattered clouds,17.4924,44.1277,محمد هادي ال فطيح
417,Vila Franca Do Campo,PT,64.81,few clouds,37.7167,-25.4333,Pestana Bahia Praia
418,Aketi,CD,74.43,light rain,2.7388,23.7833,
419,Fredericksburg,US,74.86,overcast clouds,38.3032,-77.4605,Courtyard by Marriott Fredericksburg Historic District
421,Bathsheba,BB,82.44,broken clouds,13.2167,-59.5167,Atlantis Hotel
424,Banda Aceh,ID,81.03,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
426,Sittwe,MM,82.17,few clouds,20.15,92.9,Hotel Memory
428,Sahuaripa,MX,86.81,broken clouds,29.05,-109.2333,Estatua de Sahuaripa
430,Muros,ES,67.08,clear sky,42.7762,-9.0603,Apartment Av. Castelao
432,Bone,DE,60.3,broken clouds,51.9669,12.1396,Sporthotel Wallwitz
433,Mana,GF,83.23,broken clouds,5.6592,-53.7767,LE SAMANA
435,Elizabeth City,US,77.05,overcast clouds,36.2946,-76.2511,Hampton Inn Elizabeth City
438,Pak Phanang,TH,80.76,overcast clouds,8.3511,100.202,Green Park Inn Hotel
439,Coachella,US,87.44,clear sky,33.6803,-116.1739,Fantasy Springs Resort Casino
442,Montepuez,MZ,68.45,clear sky,-13.1256,38.9997,PembaAparthotel
444,Cayenne,GF,85.08,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
446,Iracoubo,GF,82.53,broken clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
448,Dharān,NP,77.07,clear sky,26.8125,87.2835,Hotel Kanchanjunga
449,Nyimba,ZM,66.47,clear sky,-14.5566,30.8149,Dali Dali Lodge
450,Rio Maior,PT,70.75,clear sky,39.3373,-8.9391,Mar de Serra
454,Zmeinogorsk,RU,65.68,overcast clouds,51.1567,82.195,"Kompastur, Gostinitsa"
455,Maxixe,MZ,70.47,light rain,-23.8597,35.3472,Oceano
457,Abonnema,NG,85.69,overcast clouds,4.7084,6.7931,Corper's Lodge Obonoma
458,Charters Towers,AU,67.28,scattered clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
459,Luanda,AO,77.99,broken clouds,-8.8368,13.2343,EPIC SANA Luanda
460,Soller,ES,72.36,few clouds,39.7662,2.7152,Hotel Marina & Wellness Spa
462,Quatre Cocos,MU,75.31,few clouds,-20.2078,57.7625,Sunrise Attitude Hotel
463,Ouadda,CF,80.58,light rain,8.0777,22.4007,
466,Acapulco De Juárez,MX,86.14,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
468,Grand Gaube,MU,75.6,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
469,Buala,SB,79.2,moderate rain,-8.145,159.5921,Maringe Lagoon Lodge
470,Iralaya,HN,83.57,overcast clouds,15.0,-83.2333,Iglesia morava renovada
473,Bintulu,MY,79.23,scattered clouds,3.1667,113.0333,900 Boutique INN
474,Bayir,TR,64.92,few clouds,37.2687,28.2167,Hotel Babadag
475,Hambantota,LK,82.02,overcast clouds,6.1241,81.1185,Bungalow 63
477,Candolim,IN,83.89,clear sky,15.5181,73.7626,Resort Terra Paraiso
479,São João Da Barra,BR,79.83,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
480,Cururupu,BR,84.02,moderate rain,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
483,Saint-Pierre,RE,76.68,clear sky,-21.3393,55.4781,Lindsey Hôtel
484,Fare,PF,80.31,scattered clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
485,Itoman,JP,68.02,light rain,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
486,Lavaca,US,89.31,scattered clouds,28.615,-96.6261,Holiday Inn Express & Suites Port Lavaca
487,Malanje,AO,66.06,broken clouds,-9.5402,16.341,Hotel Ginga
488,Kavieng,PG,81.64,clear sky,-2.5744,150.7967,Nusa Island Retreat
489,Pokhara,NP,68.22,overcast clouds,28.2333,83.9833,OYO 170 Hotel View Point
490,Maragogi,BR,80.91,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
492,Takoradze,GH,83.75,overcast clouds,4.8845,-1.7554,Raybow International Hotel
495,Kloulklubed,PW,75.7,broken clouds,7.0419,134.2556,Storyboard Beach Resort
496,Sagua De Tánamo,CU,88.21,scattered clouds,20.5819,-75.2414,
497,Port Antonio,JM,83.95,overcast clouds,18.18,-76.4612,The Trident Hotel
498,Natal,BR,84.85,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
499,Chittūr,IN,80.15,moderate rain,10.7,76.75,Cee Dee Regency
503,Tura,IN,70.38,scattered clouds,25.5198,90.2201,Hotel RIKMAN Continental
506,Sumbe,AO,78.69,scattered clouds,-11.2061,13.8437,Hotel Ritz Sumbe
507,Moranbah,AU,66.07,clear sky,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
508,Merauke,ID,78.73,heavy intensity rain,-8.4667,140.3333,
511,La Unión,PE,81.52,overcast clouds,-5.4,-80.75,Los Portales
513,Dickinson,US,87.13,broken clouds,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
520,Rabo De Peixe,PT,63.91,broken clouds,37.8,-25.5833,Quinta das Giestas
522,Tocopilla,CL,69.39,clear sky,-22.092,-70.1979,Hotel Galvarino
527,Thinadhoo,MV,85.96,broken clouds,0.5333,72.9333,
528,Maceió,BR,85.44,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
532,Mumford,GH,83.48,broken clouds,5.2618,-0.759,Spanish Villa
534,Taraz,KZ,70.21,overcast clouds,42.9,71.3667,Comfort Inn
536,Safita,SY,60.51,few clouds,34.8205,36.1153,Safita Cham Hotel
538,Bulungu,CD,71.26,moderate rain,-4.55,18.6,
539,Caruray,PH,79.16,overcast clouds,10.3094,119.0128,
540,Tucumã,BR,77.68,overcast clouds,-0.1833,-50.05,
541,Kouango,CF,80.87,broken clouds,4.9934,19.9619,
542,Los Planes,HN,71.74,overcast clouds,14.05,-88.0167,
543,Prescott,US,72.27,clear sky,34.54,-112.4685,Prescott Resort & Conference Center
544,Maun,BW,73.81,broken clouds,-19.9833,23.4167,Enviro Villa
547,Innisfail,AU,72.66,broken clouds,-17.5333,146.0333,Moondarra Motel
548,Samarai,PG,79.92,scattered clouds,-10.6167,150.6667,Nuli Sapi
550,Tutóia,BR,81.72,overcast clouds,-2.7619,-42.2744,Pousada Guará's
551,Sant Julià De Loria,AD,62.4,light rain,42.4625,1.4825,Hotel Restaurant Folch
553,Boa Vista,BR,89.58,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
555,Alcains,PT,66.52,clear sky,39.9164,-7.4566,Casa do Balcão
561,Fougamou,GA,78.8,moderate rain,-1.2154,10.5838,Résidence d'Hôtes Bapedy
562,Kaniama,CD,66.11,moderate rain,-7.5667,24.1833,
563,Dingle,PH,77.2,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
566,Dakar,SN,85.08,scattered clouds,14.6937,-17.4441,Novotel Dakar
569,Salinas,US,61.02,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
572,Sohag,EG,87.42,clear sky,26.557,31.6948,Civil Registry - Sohag 1
575,Prado,BR,81.64,clear sky,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
577,Sungai Penuh,ID,65.08,overcast clouds,-2.0833,101.3833,Penginapan Citra Alam
578,Forestville,US,67.15,overcast clouds,38.8451,-76.875,Quality Inn Near Joint Base Andrews-Washington Area
581,Sechura,PE,76.87,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
583,Chajul,GT,73.44,overcast clouds,15.4853,-91.0342,Hotel San Gaspar
584,Bissau,GW,84.52,few clouds,11.8636,-15.5977,Hotel Ancar
585,Shar,KZ,68.76,overcast clouds,49.5886,81.0453,
587,Lamesa,US,74.52,overcast clouds,32.7376,-101.951,Shiloh Inn Lamesa
591,Rasht,IR,62.42,broken clouds,37.2808,49.5832,Shabestan Hotel
592,Marawi,PH,69.85,overcast clouds,7.9986,124.2928,Derogongan Residence
593,Dharampur,IN,83.39,clear sky,20.5333,73.1833,Motel 11
595,Ndélé,CF,86.76,overcast clouds,8.4109,20.6473,
596,Meulaboh,ID,77.68,overcast clouds,4.1363,96.1285,Kost Pria
597,Bandi̇̄Pur,NP,63.07,overcast clouds,27.9333,84.4167,Bandipur Guest House
598,Dawlatabad,AF,80.33,overcast clouds,36.4141,64.9053,WASIM ASGAR KHAN
599,Lingao,CN,67.15,overcast clouds,19.9103,109.6859,Lingao Ditai Inn
601,Road Town,VG,80.69,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
602,Koumac,NC,74.8,clear sky,-20.5667,164.2833,Le Monitel
604,Barcelos,PT,62.85,scattered clouds,41.5388,-8.6151,Hotel Restaurante Bagoeira
605,Toppenish,US,61.02,clear sky,46.3774,-120.3087,Legends Casino Hotel
607,Ardakān,IR,74.43,scattered clouds,32.31,54.0175,Ardakan Hotel
612,Fort-Shevchenko,KZ,60.03,clear sky,44.5086,50.263,Oasis hotel Bautino
613,Zharkent,KZ,74.23,overcast clouds,44.1628,80.0,гостиница Satti
619,Labuhan,ID,79.61,overcast clouds,-6.8844,112.2051,DoubleFAG
621,Mersing,MY,79.03,overcast clouds,2.4312,103.8405,Timotel Hotel
624,Poreč,HR,60.46,overcast clouds,45.2258,13.5939,BO hotel Palazzo
625,De Aar,ZA,63.25,clear sky,-30.6497,24.0123,Nyibiba Guesthouse
627,Chibuto,MZ,65.53,few clouds,-24.6867,33.5306,Residência Masculina da Escola Superior de Negocios e Empreendedorismo de Chibuto
632,Siderno,IT,64.33,overcast clouds,38.2779,16.302,Grand Hotel President
638,Kilindoni,TZ,82.06,overcast clouds,-7.9139,39.6668,Bustani B&B
639,Dezful,IR,82.06,scattered clouds,32.3811,48.4058,مهمانپذیر خوزستان
642,Bima,ID,75.96,scattered clouds,-8.4667,118.7167,Lambitu Hotel
644,Lázaro Cárdenas,MX,86.18,few clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
645,Emerald,AU,64.35,broken clouds,-23.5333,148.1667,The Irish Village
653,Concordia,AR,66.78,scattered clouds,-31.393,-58.0209,Palmar Hotel Casino
655,Balkanabat,TM,67.46,overcast clouds,39.5108,54.3671,Nebitchi Hotel
656,Carutapera,BR,84.24,scattered clouds,-1.195,-46.02,Lidera
657,Inyonga,TZ,65.37,moderate rain,-6.7167,32.0667,Eden Rock Lodge
658,Montmagny,FR,63.1,clear sky,48.9734,2.3469,Appartement proche paris stade de france
660,Camden,US,72.91,broken clouds,39.7835,-74.9663,Shenandoah Village
661,San Policarpo,PH,79.99,overcast clouds,12.1791,125.5072,Agapita M. Nicart
662,Pemangkat,ID,80.33,scattered clouds,1.1667,108.9667,Ramah Kost KITA
663,Kutum,SD,88.38,broken clouds,14.2,24.6667,Dibbo areaمنطقة دبو
664,Mackay,AU,68.68,clear sky,-21.15,149.2,International Lodge Motel
670,Lodwar,KE,88.48,broken clouds,3.1191,35.5973,Solmar Gracious Hotel
671,Broome,US,67.69,clear sky,42.2506,-75.833,Chenango Valley State Park
676,Bambanglipuro,ID,77.99,overcast clouds,-7.95,110.2833,Puri Brata
677,Ixtapa,MX,79.83,broken clouds,20.7,-105.2,hotel la terminal
679,Sembakung,ID,74.53,overcast clouds,3.8167,117.25,
681,Constantine,DZ,65.61,scattered clouds,36.365,6.6147,Grand Hotel Cirta
683,Paragominas,BR,84.43,broken clouds,-2.9667,-47.4833,INOVA
687,Santa Rosa,PH,84.18,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
689,Dhidhdhoo,MV,86.0,few clouds,6.8833,73.1,Dhidhoo beach
690,Toamasina,MG,76.14,clear sky,-18.1667,49.3833,Hotel H1
692,Ballina,AU,63.01,overcast clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
697,Thai Binh,VN,66.02,overcast clouds,20.45,106.3333,Sweden Hotel
699,Mataram,ID,79.61,overcast clouds,-8.5833,116.1167,Hotel Santika Mataram
704,Port Keats,AU,76.89,scattered clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
705,Nicoya,CR,87.46,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
707,Saint-Leu,RE,76.06,few clouds,-21.15,55.2833,La Caz Oceane
708,María Chiquita,PA,89.31,overcast clouds,9.4431,-79.7558,La Casa del Rio
711,Pyapon,MM,84.04,scattered clouds,16.2833,95.6833,Aung Naing Thu Motel
712,Beyneu,KZ,71.35,few clouds,45.3167,55.2,NUR
714,Cap Malheureux,MU,75.47,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
716,Cockburn Town,TC,80.56,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
717,Rumphi,MW,63.32,broken clouds,-11.0186,33.8575,Finst Rumphi Earthbag House Lodge
